Unnamed: 0_level_0,R_HEEL,R_HEEL,R_HEEL,L_HEEL,L_HEEL,L_HEEL
1901,0.23644,0.04341,0.00998,-0.02255,0.42037,0.06331
1902,0.2364,0.04319,0.00997,-0.02261,0.41955,0.05935
1903,0.23655,0.04301,0.01011,-0.02246,0.41914,0.05505
1904,0.23679,0.04295,0.01024,-0.02211,0.4189,0.05066
1905,0.23696,0.04302,0.01025,-0.02175,0.41872,0.04639
1906,0.23697,0.04307,0.01019,-0.02168,0.4186,0.04245
1907,0.23693,0.04303,0.0102,-0.02198,0.41848,0.03895
1908,0.23699,0.04301,0.01032,-0.02236,0.41822,0.03589
1909,0.23711,0.04309,0.01056,-0.02249,0.41765,0.03324
1910,0.23718,0.04316,0.01098,-0.02229,0.41667,0.03108
1911,0.23712,0.04318,0.01153,-0.02181,0.41549,0.02934
1912,0.2369,0.04326,0.01207,-0.02102,0.41451,0.02768
1913,0.23663,0.04346,0.01241,-0.01989,0.41407,0.02575
1914,0.23656,0.04367,0.01251,-0.01845,0.41404,0.02353
1915,0.2368,0.04378,0.01245,-0.01689,0.41406,0.02136
1916,0.23724,0.04375,0.01251,-0.01556,0.41393,0.01954
1917,0.23755,0.04364,0.01296,-0.01467,0.4138,0.01812
1918,0.23747,0.04355,0.01384,-0.01417,0.4138,0.01692
1919,0.23716,0.04353,0.01488,-0.01374,0.41387,0.01576
1920,0.2369,0.04362,0.01574,-0.01306,0.41387,0.01456
1921,0.23676,0.04391,0.01624,-0.01225,0.41371,0.01341
1922,0.23659,0.04442,0.01654,-0.01181,0.41344,0.01244
1923,0.23625,0.04507,0.01694,-0.01211,0.41317,0.01175
1924,0.23574,0.04564,0.01775,-0.01299,0.41301,0.01138
1925,0.23523,0.04596,0.01904,-0.01391,0.41298,0.01129
1926,0.23495,0.04607,0.02065,-0.01438,0.41298,0.01141
1927,0.23496,0.04618,0.02229,-0.01422,0.41288,0.01166
1928,0.2352,0.04649,0.02377,-0.01366,0.41273,0.01182
1929,0.23552,0.04703,0.02516,-0.01313,0.41265,0.01159
1930,0.23585,0.04767,0.02676,-0.01306,0.41276,0.01092
1931,0.23621,0.0482,0.02885,-0.01347,0.413,0.01012
1932,0.23664,0.04862,0.03134,-0.01394,0.41323,0.00962
1933,0.23719,0.04908,0.03396,-0.01409,0.41339,0.00959
1934,0.23784,0.04962,0.03656,-0.01391,0.41356,0.00985
1935,0.23848,0.05022,0.03919,-0.01369,0.41377,0.01008
1936,0.23902,0.05082,0.04192,-0.0136,0.41391,0.01004
1937,0.23957,0.05138,0.04482,-0.0135,0.41392,0.00968
1938,0.24034,0.05185,0.04801,-0.01317,0.41392,0.00914
1939,0.24144,0.0523,0.0516,-0.01269,0.414,0.00861
1940,0.24272,0.05293,0.05549,-0.0124,0.41405,0.00818
1941,0.24401,0.05383,0.05952,-0.01253,0.41393,0.00792
1942,0.24524,0.05493,0.06376,-0.01285,0.41373,0.00784
1943,0.24641,0.05611,0.06837,-0.01302,0.41357,0.00796
1944,0.24749,0.05738,0.07326,-0.01297,0.41338,0.00825
1945,0.24836,0.05883,0.07802,-0.01284,0.41316,0.00852
1946,0.24902,0.06041,0.08234,-0.01276,0.4131,0.00853
1947,0.24968,0.06203,0.08628,-0.01278,0.41327,0.00828
1948,0.25041,0.06372,0.09009,-0.01294,0.41347,0.00802
1949,0.25101,0.06555,0.09393,-0.01319,0.41357,0.00784
1950,0.25126,0.06756,0.09778,-0.01346,0.41366,0.00758
1951,0.25121,0.06965,0.10154,-0.01365,0.41384,0.00713
1952,0.2512,0.07183,0.10522,-0.01368,0.41403,0.0066
1953,0.25152,0.07413,0.10891,-0.01351,0.4141,0.0063
1954,0.25228,0.07646,0.11263,-0.01321,0.41405,0.0064
1955,0.25331,0.07853,0.11619,-0.01288,0.41394,0.00675
1956,0.25428,0.08019,0.11943,-0.01252,0.41384,0.0071
1957,0.25504,0.08141,0.12227,-0.01211,0.41382,0.00736
1958,0.2556,0.08233,0.12456,-0.01169,0.41397,0.00753
1959,0.25607,0.0831,0.12621,-0.01145,0.41433,0.0076
1960,0.25651,0.08374,0.12734,-0.01154,0.41482,0.00758
1961,0.25686,0.08418,0.12823,-0.01196,0.41524,0.00751
1962,0.25702,0.08439,0.12897,-0.01251,0.4154,0.00752
1963,0.25692,0.08439,0.12943,-0.01293,0.41522,0.00775
1964,0.25665,0.08423,0.12945,-0.01304,0.41479,0.00819
1965,0.25637,0.08386,0.12905,-0.01288,0.41429,0.00871
1966,0.25621,0.08322,0.12842,-0.01259,0.41389,0.00908
1967,0.25611,0.08231,0.12772,-0.01232,0.41374,0.00918
1968,0.25592,0.0812,0.12692,-0.01228,0.41383,0.00909
1969,0.25562,0.07997,0.12581,-0.0125,0.41409,0.00899
1970,0.25527,0.07869,0.1242,-0.01278,0.41435,0.00888
1971,0.25492,0.07734,0.12205,-0.01292,0.41444,0.00869
1972,0.2545,0.07594,0.11943,-0.01299,0.4143,0.00843
1973,0.25387,0.07458,0.11643,-0.01314,0.41402,0.0082
1974,0.25298,0.07334,0.11321,-0.01329,0.41376,0.00805
1975,0.25194,0.07223,0.10993,-0.01334,0.41366,0.00797
1976,0.25094,0.07124,0.10667,-0.01334,0.41381,0.00789
1977,0.25001,0.07024,0.10337,-0.01348,0.4141,0.00787
1978,0.24913,0.06902,0.10002,-0.01382,0.41423,0.00806
1979,0.24826,0.06747,0.09656,-0.01421,0.4141,0.00844
1980,0.24732,0.06574,0.09288,-0.01441,0.41397,0.00876
1981,0.24623,0.06413,0.08889,-0.01438,0.41411,0.00897
1982,0.24494,0.06281,0.08468,-0.01418,0.41448,0.00915
1983,0.24351,0.06172,0.08044,-0.01393,0.41487,0.00931
1984,0.24192,0.06066,0.07631,-0.01379,0.41517,0.00935
1985,0.24012,0.0595,0.0724,-0.01387,0.41544,0.00921
1986,0.23812,0.05829,0.06872,-0.01414,0.41568,0.00903
1987,0.23615,0.0572,0.0652,-0.01446,0.41584,0.00901
1988,0.2343,0.05634,0.06164,-0.01477,0.41586,0.00921
1989,0.23246,0.05576,0.05795,-0.01501,0.41571,0.00952
1990,0.23049,0.0554,0.0542,-0.01517,0.41554,0.00973
1991,0.22831,0.05512,0.05055,-0.01528,0.41557,0.00963
1992,0.22604,0.05484,0.04701,-0.01532,0.41589,0.00921
1993,0.22388,0.05448,0.04361,-0.01514,0.41637,0.0087
1994,0.22206,0.05407,0.04046,-0.01466,0.41681,0.00841
1995,0.22069,0.05372,0.03761,-0.01408,0.41706,0.0085
1996,0.21985,0.05342,0.03498,-0.01381,0.41706,0.00881
1997,0.21949,0.05306,0.03244,-0.01395,0.41683,0.00903
1998,0.21934,0.05271,0.03001,-0.01426,0.41651,0.00898
1999,0.21909,0.05254,0.0278,-0.01451,0.4163,0.00879
2000,0.2187,0.0525,0.02594,-0.01464,0.4162,0.00877
2001,0.21844,0.05226,0.02439,-0.01464,0.41605,0.009
2002,0.21847,0.05175,0.02293,-0.01448,0.4158,0.00932
2003,0.21866,0.05123,0.02138,-0.01427,0.41563,0.0095
2004,0.21879,0.05092,0.01972,-0.01417,0.41567,0.00948
2005,0.2188,0.05071,0.01814,-0.01421,0.41589,0.00942
2006,0.21881,0.05034,0.0168,-0.01426,0.41612,0.0095
2007,0.21896,0.04973,0.01567,-0.01427,0.41623,0.00974
2008,0.21927,0.04908,0.01456,-0.01414,0.41614,0.01006
2009,0.21966,0.04866,0.01333,-0.01363,0.41592,0.01044
2010,0.22,0.04849,0.01213,-0.01264,0.41573,0.01117
2011,0.22028,0.04834,0.01127,-0.01141,0.41573,0.01246
2012,0.22063,0.04796,0.01083,-0.01029,0.41587,0.01417
2013,0.22114,0.04739,0.01061,-0.00939,0.41598,0.016
2014,0.22172,0.04684,0.01037,-0.00858,0.41588,0.01804
2015,0.22219,0.04647,0.01013,-0.00765,0.41562,0.02074
2016,0.22249,0.04625,0.00999,-0.00654,0.41545,0.02432
2017,0.22265,0.04615,0.00996,-0.00542,0.41563,0.02842
2018,0.22273,0.04615,0.01005,-0.00447,0.41622,0.03261
2019,0.22278,0.04608,0.01031,-0.00367,0.41712,0.03686
2020,0.22284,0.0458,0.01069,-0.00293,0.41817,0.04136
2021,0.22288,0.04536,0.01112,-0.00234,0.41934,0.04615
2022,0.22282,0.04501,0.01157,-0.0021,0.4207,0.0511
2023,0.22258,0.0449,0.01198,-0.00227,0.42229,0.05599
2024,0.22222,0.04502,0.01218,-0.00271,0.42408,0.06052
2025,0.22182,0.04528,0.01201,-0.00321,0.42605,0.0646
2026,0.22158,0.04549,0.01164,-0.00369,0.42818,0.06842
2027,0.22155,0.04553,0.01137,-0.00412,0.43039,0.07216
2028,0.22154,0.04551,0.01131,-0.00444,0.43252,0.07582
2029,0.22134,0.04561,0.0114,-0.00466,0.43447,0.07921
2030,0.22095,0.04589,0.01155,-0.00495,0.43629,0.08206
2031,0.22047,0.04622,0.0117,-0.00555,0.4381,0.08409
2032,0.21993,0.04649,0.01187,-0.00649,0.44011,0.08526
2033,0.2195,0.04662,0.01208,-0.00769,0.44257,0.08581
2034,0.21947,0.04656,0.01235,-0.00893,0.44575,0.08595
2035,0.21994,0.04638,0.01266,-0.00997,0.44959,0.08566
2036,0.2206,0.04625,0.01293,-0.01078,0.45383,0.08483
2037,0.22113,0.04616,0.01309,-0.01166,0.45824,0.08349
2038,0.22142,0.04603,0.0131,-0.01295,0.46276,0.08177
2039,0.22148,0.04589,0.01301,-0.01463,0.46744,0.0796
2040,0.22124,0.04599,0.01283,-0.01632,0.47229,0.07684
2041,0.22068,0.04641,0.01259,-0.01781,0.47724,0.07353
2042,0.22006,0.04688,0.01233,-0.01925,0.48212,0.07007
2043,0.21979,0.04717,0.01204,-0.02078,0.48685,0.06688
2044,0.22002,0.04726,0.01177,-0.02216,0.49149,0.06406
2045,0.2205,0.04728,0.01165,-0.02314,0.49611,0.06147
2046,0.22081,0.04731,0.01181,-0.02371,0.50051,0.05895
2047,0.22074,0.04736,0.01215,-0.02408,0.5043,0.05641
2048,0.22041,0.0474,0.01246,-0.02439,0.50717,0.05388
2049,0.22004,0.04744,0.01256,-0.02471,0.50907,0.05152
2050,0.21975,0.04748,0.01241,-0.025,0.51015,0.04952
2051,0.21957,0.04752,0.01213,-0.02528,0.51057,0.04784
2052,0.21944,0.0476,0.01192,-0.02567,0.51044,0.0462
2053,0.21927,0.04777,0.01179,-0.02632,0.50985,0.04423
2054,0.21903,0.04805,0.01178,-0.02725,0.50886,0.04187
2055,0.21872,0.04839,0.0119,-0.0283,0.50762,0.03941
2056,0.21834,0.04877,0.01214,-0.02934,0.50639,0.03714
2057,0.21782,0.04918,0.01235,-0.03029,0.50543,0.0351
2058,0.21724,0.04959,0.01245,-0.03111,0.50487,0.03312
2059,0.21674,0.0499,0.01256,-0.03173,0.5046,0.03118
2060,0.21639,0.05016,0.01291,-0.03212,0.50443,0.02936
2061,0.21604,0.05046,0.01362,-0.03234,0.50442,0.02757
2062,0.21563,0.05084,0.01463,-0.0324,0.50486,0.02565
2063,0.2153,0.05123,0.01576,-0.03219,0.50577,0.02354
2064,0.21531,0.05158,0.01691,-0.03159,0.50686,0.02139
2065,0.21561,0.05197,0.01809,-0.03063,0.50791,0.01933
2066,0.21597,0.05249,0.01948,-0.02952,0.50888,0.01747
2067,0.21619,0.05305,0.02132,-0.0284,0.50963,0.01588
2068,0.21631,0.05348,0.02362,-0.0273,0.50999,0.01462
2069,0.21648,0.05375,0.02604,-0.02643,0.51001,0.0137
2070,0.21684,0.05399,0.02815,-0.02606,0.50998,0.01321
2071,0.21741,0.0543,0.02979,-0.02611,0.51006,0.01309
2072,0.21809,0.05465,0.03108,-0.02612,0.51027,0.01313
2073,0.21881,0.05492,0.03224,-0.0257,0.51057,0.01312
2074,0.21958,0.05491,0.03341,-0.02489,0.51095,0.01297
2075,0.22041,0.05455,0.03463,-0.02403,0.51132,0.0128
2076,0.22134,0.05384,0.03593,-0.02335,0.51164,0.01274
2077,0.22256,0.05295,0.03747,-0.023,0.51191,0.01275
2078,0.22412,0.05212,0.03936,-0.02299,0.51224,0.01258
2079,0.22584,0.0516,0.04157,-0.0232,0.51277,0.01209
2080,0.22756,0.05138,0.0441,-0.02338,0.51336,0.01158
2081,0.22925,0.05132,0.04698,-0.02343,0.51375,0.0115
2082,0.23093,0.05127,0.05012,-0.02354,0.51386,0.01189
2083,0.23249,0.05124,0.05325,-0.02385,0.51375,0.01236
2084,0.23397,0.05135,0.0563,-0.0242,0.51355,0.01256
2085,0.23571,0.05158,0.05954,-0.02431,0.51337,0.01254
2086,0.23807,0.05169,0.06333,-0.02404,0.51333,0.01264
2087,0.24096,0.05142,0.06776,-0.02347,0.51341,0.01309
2088,0.24392,0.05055,0.07267,-0.02271,0.51348,0.01392
2089,0.24667,0.04895,0.07797,-0.02183,0.51341,0.01492
2090,0.24914,0.04657,0.0837,-0.02076,0.51318,0.01591
2091,0.25109,0.04356,0.08995,-0.01928,0.51285,0.01665
2092,0.25228,0.04015,0.09664,-0.01718,0.51246,0.01701
2093,0.25268,0.03653,0.10354,-0.0145,0.51208,0.017
2094,0.25243,0.03292,0.11036,-0.01162,0.51171,0.01676
2095,0.25177,0.02975,0.11666,-0.00897,0.51134,0.01637
2096,0.25123,0.02764,0.1218,-0.00697,0.51098,0.01585
2097,0.25148,0.0271,0.12511,-0.00582,0.51063,0.01534
2098,0.25292,0.0282,0.12638,-0.00549,0.51029,0.01497
2099,0.25531,0.03036,0.12634,-0.00567,0.50994,0.01463
2100,0.25792,0.0326,0.12622,-0.00603,0.50966,0.01421
2101,0.26017,0.03422,0.12682,-0.00637,0.50955,0.01381
2102,0.26212,0.03507,0.1282,-0.00659,0.50964,0.01359
2103,0.26423,0.03545,0.12995,-0.00658,0.50984,0.01352
2104,0.26689,0.03576,0.13173,-0.00632,0.51007,0.01338
2105,0.27003,0.03628,0.13343,-0.006,0.51029,0.01305
2106,0.27317,0.03704,0.13507,-0.00571,0.51045,0.01267
2107,0.2759,0.03796,0.13666,-0.00541,0.51048,0.01242
2108,0.27822,0.03909,0.13838,-0.00504,0.51039,0.01223
2109,0.2804,0.04056,0.14041,-0.00457,0.51024,0.01191
2110,0.28251,0.04233,0.14273,-0.00406,0.51007,0.0114
2111,0.28445,0.04418,0.14512,-0.00369,0.5099,0.01083
2112,0.28613,0.04585,0.1474,-0.00366,0.50975,0.01028
2113,0.28742,0.04729,0.14953,-0.00385,0.50958,0.0098
2114,0.28827,0.04864,0.15148,-0.00395,0.50924,0.00939
2115,0.28877,0.05001,0.15329,-0.00386,0.50875,0.0091
2116,0.28891,0.05134,0.15506,-0.00381,0.50834,0.00886
2117,0.28875,0.05266,0.15668,-0.00409,0.50828,0.00853
2118,0.2886,0.05408,0.15803,-0.00479,0.50863,0.00806
2119,0.28889,0.05557,0.15914,-0.0057,0.50914,0.00756
2120,0.28965,0.05689,0.16013,-0.00647,0.50955,0.00718
2121,0.29064,0.05779,0.16093,-0.00691,0.50974,0.00694
2122,0.29167,0.05828,0.16144,-0.00705,0.5098,0.00676
2123,0.29282,0.05836,0.16155,-0.00709,0.5098,0.0066
2124,0.29412,0.05798,0.16131,-0.00715,0.50979,0.00647
2125,0.29529,0.05724,0.16086,-0.00714,0.50981,0.00635
2126,0.29583,0.05647,0.16031,-0.00694,0.50984,0.00634
2127,0.29538,0.05591,0.15967,-0.00668,0.5098,0.00654
2128,0.29415,0.05549,0.1589,-0.00658,0.50971,0.00683
2129,0.29277,0.05497,0.15793,-0.00673,0.50968,0.00694
2130,0.29172,0.05427,0.15681,-0.0071,0.50982,0.00674
2131,0.29078,0.05345,0.15575,-0.00757,0.51003,0.00644
2132,0.28931,0.05262,0.15495,-0.00795,0.51008,0.00641
2133,0.28704,0.05184,0.15453,-0.0081,0.50983,0.00676
2134,0.28423,0.05124,0.1545,-0.00805,0.50944,0.00725
2135,0.2814,0.05099,0.15479,-0.00799,0.50911,0.00756
2136,0.27904,0.05115,0.15517,-0.0081,0.50893,0.00762
2137,0.2775,0.05162,0.15539,-0.0084,0.50886,0.00757
2138,0.27676,0.05218,0.15535,-0.00883,0.50885,0.00751
2139,0.27668,0.0526,0.15516,-0.00921,0.5089,0.00739
2140,0.2773,0.05272,0.15506,-0.00937,0.50901,0.00708
2141,0.27852,0.05253,0.15526,-0.0092,0.50905,0.00664
2142,0.28002,0.05219,0.15561,-0.0088,0.5089,0.00636
2143,0.28153,0.05194,0.15582,-0.00837,0.50862,0.00636
2144,0.28285,0.05193,0.15579,-0.00801,0.5085,0.00638
2145,0.28392,0.05217,0.15563,-0.00778,0.50863,0.00622
2146,0.28483,0.05234,0.15543,-0.00784,0.5088,0.00606
2147,0.28548,0.05216,0.15512,-0.00812,0.50879,0.00611
2148,0.28551,0.05171,0.15462,-0.0083,0.5087,0.00632
2149,0.28475,0.0513,0.15398,-0.0082,0.50872,0.00654
2150,0.28358,0.05118,0.15346,-0.00804,0.50889,0.00678
2151,0.28253,0.05147,0.15318,-0.00819,0.50903,0.00715
2152,0.28187,0.05206,0.15303,-0.00871,0.50908,0.00755
2153,0.28152,0.05269,0.15281,-0.00926,0.50914,0.0077
2154,0.28134,0.05308,0.15259,-0.00938,0.50924,0.00759
2155,0.28129,0.05317,0.15252,-0.009,0.5092,0.00759
2156,0.28149,0.05309,0.15272,-0.0084,0.50888,0.00799
2157,0.28205,0.05299,0.1531,-0.00789,0.50837,0.00868
2158,0.28293,0.05285,0.15349,-0.00748,0.50789,0.00934
2159,0.28396,0.05259,0.15376,-0.00702,0.50763,0.00976
2160,0.28508,0.05224,0.15394,-0.00649,0.50759,0.0099
2161,0.28634,0.05203,0.15415,-0.0061,0.50772,0.00978
2162,0.28772,0.05219,0.15446,-0.00603,0.50792,0.00944
2163,0.28904,0.05273,0.15482,-0.00618,0.50811,0.00904
2164,0.2901,0.05337,0.15522,-0.00631,0.50813,0.00885
2165,0.29082,0.05388,0.1557,-0.00628,0.5079,0.00906
2166,0.29127,0.05422,0.15636,-0.00609,0.50753,0.00952
2167,0.29147,0.05456,0.15728,-0.00577,0.50728,0.00992
2168,0.2913,0.05505,0.1583,-0.00543,0.50727,0.01011
2169,0.29065,0.05574,0.15915,-0.00516,0.50745,0.01014
2170,0.28981,0.05648,0.15974,-0.00502,0.50771,0.0101
2171,0.28926,0.05697,0.16015,-0.00514,0.5079,0.01007
2172,0.2891,0.05712,0.16055,-0.0056,0.50792,0.01011
2173,0.28902,0.0571,0.16099,-0.0063,0.50779,0.01028
2174,0.28876,0.0571,0.1615,-0.00705,0.50761,0.01055
2175,0.28834,0.05727,0.16208,-0.00772,0.50757,0.01081
2176,0.28784,0.0577,0.16291,-0.00818,0.50781,0.01086
2177,0.28726,0.0584,0.16398,-0.0084,0.50824,0.01073
2178,0.28651,0.05916,0.16504,-0.00857,0.50857,0.01063
2179,0.28556,0.05984,0.16591,-0.00887,0.50859,0.01073
2180,0.28459,0.06048,0.16675,-0.0092,0.5084,0.01094
2181,0.28386,0.06117,0.16777,-0.00936,0.5082,0.01112
2182,0.28349,0.06203,0.16898,-0.00927,0.50816,0.01115
2183,0.28337,0.06313,0.17023,-0.00903,0.50832,0.01103
2184,0.28332,0.06439,0.17138,-0.00882,0.50852,0.01081
2185,0.28323,0.06564,0.17241,-0.00877,0.50852,0.01065
2186,0.28309,0.06669,0.17325,-0.00897,0.50828,0.01063
2187,0.2831,0.06748,0.17384,-0.00945,0.50796,0.01064
2188,0.28351,0.06801,0.1741,-0.01009,0.50776,0.01046
2189,0.28429,0.06825,0.17398,-0.01056,0.50774,0.01001
2190,0.28513,0.06812,0.17345,-0.01072,0.50773,0.00957
2191,0.28578,0.06765,0.17249,-0.01075,0.50752,0.00947
2192,0.28623,0.06715,0.17106,-0.01093,0.50706,0.00975
2193,0.28633,0.06697,0.16917,-0.01122,0.5066,0.01015
2194,0.28593,0.06717,0.16682,-0.01138,0.50644,0.01036
2195,0.28509,0.06744,0.16405,-0.01134,0.50667,0.01033
2196,0.28405,0.06742,0.16099,-0.01122,0.50706,0.01015
2197,0.28294,0.06713,0.15762,-0.01113,0.50732,0.00995
2198,0.28165,0.06697,0.15372,-0.0111,0.50736,0.00983
2199,0.28018,0.06724,0.14922,-0.01105,0.5073,0.00985
2200,0.27869,0.06783,0.14437,-0.01091,0.50725,0.00997
2201,0.27729,0.06842,0.13947,-0.01068,0.5072,0.01009
2202,0.27591,0.06882,0.13455,-0.01057,0.50717,0.01018
2203,0.27437,0.06912,0.12949,-0.01074,0.5072,0.01027
2204,0.27261,0.06937,0.12419,-0.01111,0.50733,0.01032
2205,0.27075,0.0694,0.11874,-0.01146,0.50756,0.01022
2206,0.26894,0.06891,0.11348,-0.01166,0.50781,0.01
2207,0.26713,0.06781,0.10884,-0.01179,0.50798,0.00985
2208,0.26516,0.06628,0.10495,-0.01192,0.50809,0.00984
2209,0.26302,0.06456,0.10163,-0.01206,0.50825,0.00984
2210,0.26085,0.06278,0.09851,-0.01227,0.50852,0.00969
2211,0.25884,0.06104,0.09528,-0.01258,0.50893,0.00935
2212,0.25708,0.05945,0.09174,-0.01285,0.5094,0.00895
2213,0.25542,0.05807,0.08787,-0.01287,0.50973,0.00869
2214,0.25366,0.05683,0.08374,-0.01267,0.50966,0.00879
2215,0.25175,0.05571,0.0795,-0.01255,0.50928,0.00925
2216,0.24972,0.05475,0.0754,-0.01285,0.50906,0.0098
2217,0.24767,0.05397,0.0716,-0.01352,0.50927,0.01015
2218,0.24574,0.05331,0.06811,-0.0141,0.50975,0.01027
2219,0.24401,0.05264,0.06479,-0.0142,0.51017,0.01029
2220,0.24243,0.05183,0.06152,-0.0138,0.5104,0.01023
2221,0.24083,0.05094,0.05823,-0.01319,0.5107,0.01002
2222,0.23904,0.05014,0.05487,-0.01277,0.51126,0.00973
2223,0.23719,0.0495,0.05153,-0.01275,0.51192,0.00962
2224,0.23566,0.0489,0.04833,-0.01299,0.5123,0.00979
2225,0.23475,0.04826,0.0454,-0.01319,0.51223,0.01008
2226,0.23438,0.04761,0.04276,-0.01322,0.51183,0.01035
2227,0.23416,0.04694,0.04033,-0.01309,0.51126,0.01068
2228,0.23382,0.04626,0.03802,-0.01276,0.51071,0.01115
2229,0.2333,0.04563,0.03585,-0.0122,0.51029,0.0117
2230,0.23274,0.04507,0.0339,-0.01156,0.51,0.01234
2231,0.23223,0.04461,0.03218,-0.01105,0.50976,0.01312
2232,0.23179,0.0443,0.03055,-0.01075,0.50958,0.01409
2233,0.23141,0.04413,0.02892,-0.01059,0.50961,0.01516
2234,0.23115,0.04398,0.02729,-0.01041,0.50992,0.01616
2235,0.23103,0.04378,0.02571,-0.01014,0.51045,0.01704
2236,0.23092,0.04357,0.02426,-0.00986,0.51106,0.01801
2237,0.23082,0.04342,0.02296,-0.00966,0.51159,0.01936
2238,0.23095,0.04322,0.02181,-0.00942,0.5119,0.0212
2239,0.23146,0.04283,0.02075,-0.00891,0.51197,0.02342
2240,0.2321,0.04226,0.01978,-0.00807,0.51176,0.02605
2241,0.23247,0.04173,0.01887,-0.00707,0.51138,0.02916
2242,0.23254,0.04141,0.01795,-0.00605,0.51109,0.03254
2243,0.23255,0.04133,0.01699,-0.00509,0.51123,0.03563
2244,0.2327,0.04139,0.01612,-0.00423,0.51179,0.03816
2245,0.23307,0.04145,0.01548,-0.00346,0.51237,0.04049
2246,0.23356,0.04141,0.01502,-0.00259,0.51255,0.04301
2247,0.23397,0.04121,0.01459,-0.00147,0.51236,0.04572
2248,0.23422,0.04083,0.01409,-0.00016,0.5121,0.04844
2249,0.23449,0.04034,0.01356,0.00116,0.512,0.05109
2250,0.23496,0.03985,0.01313,0.00245,0.51207,0.05361
2251,0.23553,0.03951,0.01288,0.00373,0.5122,0.05596
2252,0.23598,0.03944,0.0127,0.00482,0.51223,0.05817
2253,0.23625,0.03959,0.01251,0.00548,0.51201,0.06036
2254,0.23638,0.03973,0.01237,0.00582,0.51145,0.06266
2255,0.23643,0.03974,0.01229,0.00623,0.51054,0.06509
2256,0.23637,0.03978,0.01213,0.00694,0.50917,0.06748
2257,0.23615,0.03996,0.01181,0.00776,0.50716,0.06969
2258,0.23584,0.04006,0.01145,0.00821,0.5043,0.07159
2259,0.23561,0.03983,0.01123,0.00798,0.50065,0.07291
2260,0.23551,0.0394,0.01113,0.00722,0.49657,0.0734
2261,0.2354,0.0391,0.01099,0.00655,0.49241,0.07323
2262,0.23515,0.03906,0.01071,0.0064,0.48824,0.07298
2263,0.2349,0.03913,0.01043,0.00657,0.48389,0.07309
2264,0.23482,0.03917,0.0103,0.00667,0.47929,0.07363
2265,0.23482,0.0391,0.01031,0.00652,0.4746,0.07429
2266,0.23465,0.03892,0.01029,0.00598,0.46998,0.07465
2267,0.2342,0.03869,0.0101,0.00484,0.46548,0.07446
2268,0.23362,0.03851,0.00973,0.00318,0.46109,0.07359
2269,0.23313,0.03844,0.00939,0.00133,0.45691,0.07217
2270,0.23289,0.0384,0.00931,-0.00049,0.45309,0.07053
2271,0.23296,0.03835,0.00948,-0.00234,0.44973,0.06898
2272,0.23328,0.03834,0.0096,-0.00435,0.44692,0.06741
2273,0.23369,0.03849,0.00943,-0.00652,0.44475,0.06534
2274,0.23392,0.03879,0.00906,-0.00854,0.44315,0.06246
2275,0.23386,0.03903,0.00885,-0.01012,0.44192,0.05901
2276,0.23373,0.03905,0.00896,-0.01121,0.44077,0.05539
2277,0.23377,0.03889,0.00924,-0.01193,0.43955,0.05174
2278,0.23396,0.03869,0.00948,-0.01244,0.43832,0.04806
2279,0.23406,0.0385,0.00964,-0.01293,0.43721,0.04438
2280,0.23391,0.03836,0.00977,-0.0136,0.4362,0.0407
2281,0.23359,0.0383,0.00996,-0.01449,0.43503,0.03707
2282,0.23334,0.03831,0.01023,-0.01539,0.43353,0.03368
2283,0.23325,0.03834,0.01049,-0.01603,0.43192,0.03065
2284,0.23324,0.03835,0.01069,-0.01618,0.43072,0.0279
2285,0.23326,0.03831,0.01087,-0.01579,0.4302,0.02525
2286,0.23325,0.03822,0.01112,-0.01488,0.43027,0.02272
2287,0.23319,0.03818,0.01138,-0.01357,0.43074,0.02031
2288,0.23311,0.03832,0.01153,-0.01189,0.43159,0.01795
2289,0.23318,0.03863,0.01164,-0.0099,0.43268,0.01565
2290,0.23345,0.03894,0.0119,-0.00782,0.43366,0.01368
2291,0.23381,0.03907,0.01243,-0.00601,0.43423,0.01233
2292,0.2341,0.03914,0.0131,-0.0048,0.43436,0.01158
2293,0.23426,0.03932,0.0138,-0.00426,0.43418,0.01125
