Unnamed: 0_level_0,R_HEEL,R_HEEL,R_HEEL,L_HEEL,L_HEEL,L_HEEL
1200,0.24207,0.06815,0.12543,-0.02494,0.42113,0.00787
1201,0.24306,0.06969,0.12807,-0.02491,0.42069,0.0077
1202,0.24407,0.07116,0.13067,-0.02484,0.42037,0.0075
1203,0.24491,0.07291,0.13343,-0.02473,0.4202,0.00745
1204,0.24557,0.07505,0.13626,-0.02454,0.42012,0.00761
1205,0.24613,0.07732,0.13889,-0.02432,0.4201,0.00789
1206,0.24675,0.0793,0.14098,-0.02418,0.42021,0.00815
1207,0.24759,0.0807,0.14236,-0.02415,0.42049,0.00826
1208,0.24869,0.08144,0.14304,-0.02417,0.42074,0.0082
1209,0.24987,0.08165,0.14315,-0.02419,0.42078,0.00808
1210,0.25082,0.08157,0.14283,-0.02426,0.42064,0.00807
1211,0.25142,0.08145,0.14218,-0.02449,0.42044,0.00819
1212,0.25178,0.08138,0.14128,-0.02478,0.42026,0.00833
1213,0.25206,0.08128,0.14015,-0.02492,0.42015,0.00841
1214,0.25239,0.08097,0.13878,-0.02478,0.42019,0.00848
1215,0.25287,0.08029,0.13718,-0.02442,0.42041,0.00853
1216,0.2534,0.07922,0.13534,-0.02399,0.42069,0.0085
1217,0.25385,0.07787,0.1333,-0.02368,0.42088,0.00841
1218,0.25427,0.07639,0.13104,-0.02361,0.42101,0.00839
1219,0.25479,0.07492,0.1285,-0.02375,0.42116,0.00851
1220,0.25531,0.07362,0.12561,-0.02397,0.42124,0.00877
1221,0.25556,0.07256,0.12236,-0.02419,0.42113,0.00913
1222,0.2554,0.07163,0.11887,-0.02433,0.42089,0.00957
1223,0.25488,0.07057,0.11532,-0.02426,0.42076,0.01001
1224,0.2542,0.06919,0.11188,-0.02406,0.42091,0.0103
1225,0.2533,0.06752,0.10856,-0.02402,0.4212,0.01038
1226,0.25199,0.06577,0.10504,-0.02436,0.4214,0.0103
1227,0.25023,0.06418,0.10102,-0.02507,0.42142,0.01028
1228,0.24815,0.06281,0.09656,-0.02592,0.42133,0.01048
1229,0.24597,0.06149,0.09213,-0.02652,0.42118,0.01076
1230,0.24391,0.06002,0.08807,-0.02663,0.42096,0.01098
1231,0.24206,0.05841,0.08428,-0.02647,0.42071,0.01126
1232,0.24031,0.05687,0.08041,-0.0264,0.42058,0.01175
1233,0.23859,0.05555,0.07631,-0.02652,0.42069,0.0123
1234,0.23689,0.05443,0.07214,-0.02679,0.42097,0.01259
1235,0.23521,0.0534,0.06815,-0.02701,0.42122,0.0125
1236,0.23354,0.05247,0.0645,-0.02693,0.42137,0.01222
1237,0.23187,0.05173,0.06114,-0.02653,0.42152,0.01207
1238,0.2303,0.0512,0.05789,-0.02598,0.42171,0.01231
1239,0.2289,0.05073,0.05458,-0.02553,0.42193,0.01293
1240,0.22757,0.05018,0.05119,-0.02538,0.42216,0.01367
1241,0.22626,0.04953,0.04782,-0.02556,0.42242,0.01422
1242,0.22513,0.04881,0.04458,-0.02577,0.42271,0.0145
1243,0.22441,0.04803,0.04158,-0.02574,0.423,0.01471
1244,0.22408,0.04723,0.03888,-0.02551,0.42324,0.01502
1245,0.22394,0.04656,0.03633,-0.02537,0.42345,0.01536
1246,0.22384,0.04604,0.03381,-0.02549,0.42373,0.01567
1247,0.22367,0.04562,0.0314,-0.02579,0.42405,0.01611
1248,0.22341,0.04523,0.02926,-0.02592,0.42433,0.01685
1249,0.22311,0.04487,0.02738,-0.0255,0.42451,0.0179
1250,0.22279,0.04456,0.02559,-0.0244,0.42455,0.0191
1251,0.2225,0.04432,0.02379,-0.02281,0.4244,0.0204
1252,0.22224,0.04414,0.02196,-0.02109,0.42417,0.02187
1253,0.22196,0.04391,0.0202,-0.0196,0.42402,0.02355
1254,0.22159,0.04361,0.01863,-0.01857,0.42399,0.02544
1255,0.22116,0.04324,0.01732,-0.01781,0.42398,0.02745
1256,0.22085,0.04283,0.01627,-0.01685,0.42406,0.02951
1257,0.22086,0.0423,0.01537,-0.01546,0.4244,0.03171
1258,0.22132,0.0416,0.01454,-0.01399,0.42504,0.03427
1259,0.22213,0.04088,0.01374,-0.01281,0.42579,0.03726
1260,0.2231,0.04036,0.01288,-0.01179,0.42644,0.04038
1261,0.22399,0.04008,0.01194,-0.01069,0.42693,0.0433
1262,0.22461,0.03989,0.01111,-0.00955,0.42725,0.04592
1263,0.22492,0.03967,0.0106,-0.00858,0.42743,0.04845
1264,0.22497,0.03948,0.01037,-0.00781,0.42756,0.05107
1265,0.22492,0.03934,0.01025,-0.00712,0.42775,0.05374
1266,0.2249,0.03916,0.01013,-0.00639,0.42807,0.05614
1267,0.22497,0.03885,0.01001,-0.00552,0.42848,0.05806
1268,0.22502,0.03849,0.00988,-0.00444,0.42894,0.05968
1269,0.22495,0.03822,0.00973,-0.00313,0.42945,0.06145
1270,0.22474,0.03813,0.00957,-0.00155,0.43006,0.06375
1271,0.22449,0.03816,0.00953,0.0003,0.43076,0.06658
1272,0.22435,0.03816,0.00971,0.00221,0.43152,0.06961
1273,0.22447,0.03801,0.01003,0.00387,0.43234,0.07259
1274,0.2249,0.03776,0.0104,0.00515,0.43327,0.07557
1275,0.22548,0.03757,0.01079,0.00605,0.43438,0.07871
1276,0.22586,0.03755,0.01121,0.00667,0.43572,0.08199
1277,0.22586,0.03761,0.01161,0.00715,0.43719,0.08536
1278,0.22554,0.03764,0.01187,0.00749,0.43867,0.08882
1279,0.22516,0.03765,0.0119,0.00753,0.44013,0.0923
1280,0.22493,0.0377,0.01171,0.00702,0.44157,0.09559
1281,0.22486,0.03775,0.01145,0.00589,0.44303,0.09852
1282,0.22478,0.03776,0.01132,0.00445,0.44457,0.10106
1283,0.22459,0.03775,0.01135,0.00313,0.44613,0.10333
1284,0.22441,0.0378,0.01144,0.00212,0.44766,0.1054
1285,0.22444,0.03797,0.01142,0.00134,0.44929,0.10712
1286,0.22465,0.03828,0.01122,0.00057,0.45136,0.1081
1287,0.22487,0.03865,0.01093,-0.00042,0.45411,0.10804
1288,0.22496,0.03891,0.01077,-0.00178,0.45742,0.10706
1289,0.22484,0.03896,0.01084,-0.00354,0.4611,0.10543
1290,0.22449,0.03885,0.01101,-0.0056,0.46511,0.10327
1291,0.22401,0.03872,0.01118,-0.0079,0.46952,0.10067
1292,0.22361,0.03861,0.01141,-0.01051,0.47429,0.09773
1293,0.22349,0.03854,0.01175,-0.01352,0.47928,0.09453
1294,0.22365,0.03862,0.01201,-0.01695,0.48435,0.09103
1295,0.2239,0.03886,0.01204,-0.02049,0.48944,0.08726
1296,0.22401,0.03915,0.01197,-0.02369,0.4945,0.08341
1297,0.22389,0.0394,0.01205,-0.02621,0.49955,0.07958
1298,0.22357,0.03954,0.0123,-0.02809,0.50462,0.0758
1299,0.22319,0.03959,0.01247,-0.02947,0.50957,0.07207
1300,0.22298,0.03956,0.01239,-0.03038,0.51399,0.06837
1301,0.22304,0.0395,0.01212,-0.03077,0.51755,0.06461
1302,0.22323,0.03949,0.01187,-0.03077,0.52021,0.06075
1303,0.2233,0.03954,0.01184,-0.03073,0.52211,0.05695
1304,0.2231,0.03966,0.01202,-0.03093,0.52333,0.05351
1305,0.22263,0.03986,0.01223,-0.03149,0.52392,0.05063
1306,0.2219,0.04014,0.0123,-0.03257,0.52395,0.04832
1307,0.22099,0.04046,0.01224,-0.03427,0.52347,0.04632
1308,0.22002,0.04089,0.01212,-0.03626,0.52264,0.04422
1309,0.21912,0.04145,0.01199,-0.03789,0.52161,0.04165
1310,0.21835,0.04204,0.01188,-0.03878,0.52052,0.03849
1311,0.21761,0.04252,0.0118,-0.03908,0.51952,0.03493
1312,0.21682,0.04291,0.01183,-0.03918,0.51878,0.03137
1313,0.21605,0.04338,0.01199,-0.03915,0.51845,0.02817
1314,0.21537,0.04407,0.01231,-0.0387,0.51874,0.02538
1315,0.21475,0.04496,0.01277,-0.03769,0.51981,0.02279
1316,0.21407,0.04587,0.01334,-0.03643,0.52152,0.02016
1317,0.21338,0.04662,0.01391,-0.03532,0.52336,0.01751
1318,0.21292,0.04716,0.0144,-0.03438,0.5247,0.01508
1319,0.21289,0.04748,0.01494,-0.03345,0.52516,0.01301
1320,0.21318,0.04758,0.01567,-0.03254,0.52487,0.01137
1321,0.21353,0.04752,0.01662,-0.03181,0.52436,0.01017
1322,0.21377,0.0474,0.01772,-0.03154,0.5242,0.00942
1323,0.21385,0.04731,0.01897,-0.03191,0.52452,0.00905
1324,0.21387,0.04729,0.02049,-0.03278,0.52501,0.00886
1325,0.21413,0.04728,0.02238,-0.03373,0.52532,0.0086
1326,0.21494,0.04718,0.02475,-0.03441,0.52532,0.00819
1327,0.21641,0.047,0.0277,-0.03479,0.52514,0.00786
1328,0.21837,0.04681,0.03123,-0.03513,0.52496,0.00788
1329,0.22059,0.04663,0.03514,-0.03563,0.52483,0.00817
1330,0.22301,0.04641,0.03922,-0.03618,0.52476,0.00828
1331,0.22564,0.04622,0.04347,-0.03653,0.52478,0.008
1332,0.22831,0.04641,0.04818,-0.0366,0.5248,0.0077
1333,0.23074,0.04729,0.0536,-0.03639,0.52478,0.00791
1334,0.23298,0.04886,0.05969,-0.03581,0.5248,0.00861
1335,0.23533,0.05082,0.06611,-0.03487,0.52494,0.00929
1336,0.23783,0.05292,0.07237,-0.03382,0.52518,0.00957
1337,0.24019,0.05527,0.07823,-0.03274,0.52541,0.00944
1338,0.24211,0.05808,0.08386,-0.03151,0.52553,0.00899
1339,0.24352,0.06139,0.08962,-0.03017,0.52541,0.00837
1340,0.2444,0.06517,0.09553,-0.02914,0.52499,0.00783
1341,0.24469,0.06933,0.10125,-0.02881,0.52442,0.00765
1342,0.24438,0.07376,0.10658,-0.02913,0.52396,0.0078
1343,0.24361,0.07827,0.11167,-0.02977,0.52365,0.00805
1344,0.24272,0.0828,0.11672,-0.0304,0.52329,0.00817
1345,0.24186,0.0873,0.12167,-0.0308,0.52283,0.0081
1346,0.24095,0.09165,0.12625,-0.03089,0.52245,0.00788
1347,0.23986,0.09582,0.13039,-0.03075,0.52232,0.00751
1348,0.23864,0.0999,0.13416,-0.03042,0.52241,0.00693
1349,0.23755,0.10381,0.1376,-0.02993,0.52259,0.00619
1350,0.23684,0.10723,0.14063,-0.02938,0.52276,0.00541
1351,0.23648,0.10988,0.14327,-0.02885,0.5229,0.00475
1352,0.23643,0.11167,0.1456,-0.02845,0.52299,0.00435
1353,0.23684,0.11268,0.14752,-0.02826,0.52309,0.00431
1354,0.23797,0.11328,0.14892,-0.02823,0.52323,0.00459
1355,0.23997,0.1139,0.14999,-0.02818,0.52333,0.00496
1356,0.24267,0.11462,0.15119,-0.02799,0.52335,0.00517
1357,0.24591,0.11516,0.15275,-0.02776,0.52336,0.00509
1358,0.24963,0.11525,0.15443,-0.0277,0.52349,0.00483
1359,0.25371,0.11509,0.15598,-0.02786,0.52371,0.0046
1360,0.25796,0.11523,0.15752,-0.02818,0.52388,0.00446
1361,0.26227,0.11608,0.15938,-0.02865,0.52389,0.00439
1362,0.2664,0.11766,0.16171,-0.02917,0.52388,0.00427
1363,0.26994,0.11961,0.16426,-0.02943,0.524,0.00409
1364,0.27266,0.1215,0.16666,-0.02933,0.52421,0.00388
1365,0.27472,0.12313,0.16865,-0.02919,0.52429,0.00364
1366,0.27646,0.1245,0.17021,-0.02933,0.52415,0.00335
1367,0.27801,0.12567,0.17143,-0.02968,0.52393,0.00298
1368,0.27925,0.12673,0.17244,-0.02987,0.52386,0.00262
1369,0.28001,0.12787,0.1734,-0.02969,0.52399,0.00239
1370,0.28024,0.12915,0.17426,-0.02932,0.52411,0.00241
1371,0.28011,0.13028,0.17488,-0.02915,0.52411,0.00262
1372,0.27987,0.13087,0.17521,-0.02933,0.52409,0.00284
1373,0.27967,0.13072,0.17532,-0.02963,0.52419,0.00293
1374,0.27936,0.12993,0.17511,-0.02973,0.5244,0.0029
1375,0.27888,0.12882,0.17455,-0.02956,0.52463,0.00276
1376,0.2786,0.12768,0.17374,-0.02939,0.5249,0.0025
1377,0.27887,0.12649,0.17279,-0.02944,0.52522,0.00224
1378,0.27938,0.12506,0.17168,-0.02964,0.52557,0.00221
1379,0.27957,0.12336,0.17044,-0.0297,0.52584,0.00249
1380,0.27921,0.12161,0.16913,-0.02939,0.52602,0.00292
1381,0.27849,0.12015,0.1679,-0.02883,0.52619,0.00321
1382,0.27778,0.11919,0.16694,-0.02844,0.52635,0.00313
1383,0.27732,0.11866,0.16631,-0.02855,0.52643,0.00267
1384,0.27698,0.11835,0.16592,-0.02903,0.52645,0.00209
1385,0.27658,0.11812,0.16567,-0.02952,0.52646,0.00167
1386,0.2762,0.11802,0.16551,-0.02985,0.52649,0.00154
1387,0.27595,0.11814,0.16548,-0.03004,0.52651,0.00165
1388,0.27579,0.11852,0.16567,-0.03022,0.52651,0.00191
1389,0.27584,0.11914,0.16618,-0.0304,0.52646,0.00223
1390,0.27642,0.11993,0.16698,-0.03057,0.5263,0.00252
1391,0.27755,0.12084,0.16795,-0.03061,0.52598,0.00274
1392,0.27885,0.12171,0.16892,-0.03045,0.52561,0.00289
1393,0.27991,0.12226,0.16969,-0.03016,0.52532,0.003
1394,0.2807,0.12244,0.17018,-0.02989,0.52521,0.00309
1395,0.28135,0.12254,0.17054,-0.02969,0.52528,0.0032
1396,0.28192,0.1228,0.17096,-0.02946,0.52551,0.00335
1397,0.28232,0.12321,0.1715,-0.02904,0.52579,0.0035
1398,0.28253,0.12361,0.17203,-0.02845,0.52597,0.0036
1399,0.28261,0.12383,0.17236,-0.02794,0.52595,0.00377
1400,0.28272,0.12378,0.17247,-0.0277,0.52573,0.00413
1401,0.28289,0.12354,0.17241,-0.02765,0.52543,0.00462
1402,0.28303,0.12328,0.17228,-0.02749,0.5252,0.00502
1403,0.28308,0.12306,0.17208,-0.02713,0.52516,0.0053
1404,0.28313,0.12273,0.17178,-0.02675,0.52534,0.0056
1405,0.2832,0.12218,0.17139,-0.02637,0.52558,0.00598
1406,0.28313,0.12154,0.17092,-0.02582,0.52572,0.0063
1407,0.28291,0.12097,0.17047,-0.02515,0.52574,0.00643
1408,0.28278,0.12049,0.17011,-0.02477,0.52569,0.00643
1409,0.28278,0.12004,0.1698,-0.02489,0.52557,0.00639
1410,0.28267,0.11962,0.16943,-0.0252,0.52537,0.00629
1411,0.2823,0.11925,0.16899,-0.02537,0.52514,0.00607
1412,0.28171,0.11888,0.16853,-0.02535,0.52494,0.00583
1413,0.28095,0.11846,0.16802,-0.02526,0.52482,0.0057
1414,0.28007,0.11812,0.16754,-0.02519,0.5248,0.00578
1415,0.27927,0.11811,0.16722,-0.02516,0.52485,0.0061
1416,0.27876,0.1184,0.16715,-0.02518,0.52489,0.00655
1417,0.27862,0.11869,0.16733,-0.02516,0.52483,0.00688
1418,0.2789,0.1187,0.16771,-0.02507,0.52463,0.00698
1419,0.27968,0.11842,0.16815,-0.02506,0.52436,0.00693
1420,0.28083,0.11806,0.16848,-0.02529,0.52406,0.00693
1421,0.28192,0.11771,0.16853,-0.02565,0.52377,0.00709
1422,0.28267,0.11723,0.16822,-0.02597,0.5236,0.00736
1423,0.28324,0.11647,0.16752,-0.02619,0.52365,0.00759
1424,0.28388,0.11557,0.16656,-0.02638,0.52388,0.00766
1425,0.28457,0.11461,0.16544,-0.02645,0.5241,0.0076
1426,0.28507,0.11338,0.16414,-0.0263,0.52414,0.00756
1427,0.28523,0.11168,0.16271,-0.02597,0.52395,0.00763
1428,0.28501,0.10972,0.16133,-0.02562,0.52366,0.00782
1429,0.2845,0.10774,0.16001,-0.02534,0.52345,0.00804
1430,0.28383,0.10563,0.15846,-0.0251,0.52336,0.00822
1431,0.28288,0.10319,0.15635,-0.02488,0.52328,0.00832
1432,0.28141,0.10041,0.15368,-0.0248,0.52321,0.00838
1433,0.27934,0.09742,0.15058,-0.02501,0.52331,0.00836
1434,0.27694,0.09431,0.14717,-0.02559,0.5236,0.00827
1435,0.27454,0.09115,0.14362,-0.02645,0.52383,0.00814
1436,0.27227,0.08807,0.13998,-0.02737,0.52378,0.00808
1437,0.27005,0.08524,0.13619,-0.0281,0.52345,0.00815
1438,0.26773,0.08268,0.13219,-0.02857,0.52305,0.00831
1439,0.26513,0.0802,0.12794,-0.02889,0.52271,0.00855
1440,0.26213,0.07753,0.12331,-0.02916,0.52241,0.00881
1441,0.25897,0.07465,0.11834,-0.02946,0.52215,0.00894
1442,0.25602,0.07188,0.11333,-0.02994,0.52201,0.00879
1443,0.25341,0.06947,0.10861,-0.03055,0.52202,0.00843
1444,0.25105,0.0674,0.10422,-0.03112,0.52207,0.00821
1445,0.24887,0.0654,0.09994,-0.03146,0.52205,0.00837
1446,0.24695,0.0633,0.09563,-0.03147,0.52193,0.00877
1447,0.24541,0.06118,0.09131,-0.03131,0.52179,0.00917
1448,0.24423,0.05924,0.08699,-0.03137,0.52163,0.00953
1449,0.24324,0.05758,0.08266,-0.03183,0.52147,0.00992
1450,0.2424,0.05607,0.07847,-0.03237,0.52136,0.01016
1451,0.24185,0.05456,0.0746,-0.0325,0.52142,0.01005
1452,0.24167,0.05309,0.07114,-0.03214,0.52176,0.00961
1453,0.2418,0.05176,0.06803,-0.0316,0.52232,0.00913
1454,0.24214,0.05057,0.06505,-0.03115,0.52284,0.00885
1455,0.24265,0.04942,0.06202,-0.03086,0.52314,0.00882
1456,0.2433,0.0483,0.05901,-0.03077,0.52331,0.00896
1457,0.24394,0.04728,0.05626,-0.03082,0.52363,0.00911
1458,0.24435,0.04638,0.05396,-0.03086,0.5242,0.00919
1459,0.24441,0.04558,0.05196,-0.03079,0.52474,0.00927
1460,0.24418,0.04489,0.05001,-0.03073,0.52498,0.0094
1461,0.24375,0.04443,0.04801,-0.03087,0.52495,0.00958
1462,0.24316,0.04418,0.04615,-0.0312,0.52488,0.00971
1463,0.24242,0.04403,0.04463,-0.03157,0.52497,0.00973
1464,0.2415,0.04388,0.04332,-0.03181,0.52523,0.00978
1465,0.24041,0.04378,0.04196,-0.03177,0.52547,0.01005
1466,0.23921,0.04381,0.04034,-0.03147,0.52546,0.01062
1467,0.23795,0.04398,0.0385,-0.03117,0.52524,0.01125
1468,0.23676,0.04417,0.03655,-0.03108,0.5251,0.01152
1469,0.23583,0.04423,0.03471,-0.03114,0.52524,0.01129
1470,0.23516,0.04411,0.0331,-0.03121,0.52563,0.01082
1471,0.23455,0.04399,0.03163,-0.03129,0.52607,0.01054
1472,0.23384,0.04406,0.03019,-0.03136,0.52641,0.01066
1473,0.23304,0.04425,0.02876,-0.0314,0.52654,0.0112
1474,0.23232,0.04432,0.02742,-0.0314,0.52642,0.01221
1475,0.23174,0.04409,0.02621,-0.03139,0.52621,0.01359
1476,0.23127,0.04366,0.025,-0.03136,0.52615,0.01508
1477,0.23077,0.04328,0.02365,-0.0313,0.52635,0.01646
1478,0.23021,0.0431,0.02215,-0.03121,0.52675,0.01783
1479,0.22969,0.04307,0.02062,-0.03107,0.52717,0.01955
1480,0.22929,0.04314,0.01916,-0.03088,0.52744,0.02191
1481,0.22898,0.0433,0.01771,-0.03076,0.52748,0.02487
1482,0.22876,0.04342,0.0162,-0.0309,0.52741,0.02802
1483,0.22872,0.04333,0.0147,-0.03131,0.5273,0.03101
1484,0.22896,0.04292,0.0134,-0.0318,0.52723,0.03372
1485,0.22953,0.04228,0.01242,-0.0321,0.52728,0.03609
1486,0.23035,0.04155,0.0117,-0.03212,0.52743,0.03818
1487,0.23134,0.04076,0.01112,-0.03198,0.52744,0.04025
1488,0.23243,0.04002,0.01057,-0.03178,0.52709,0.04258
